run_index,design_id,rule_idx,rule_name,seed,family_role,out_dir,params_json,params_hash
911,149,5,random,76875,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_76875/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
912,149,5,random,39628,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_39628/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
913,149,5,random,10393,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_10393/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
914,149,5,random,43401,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_43401/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
915,149,5,random,11311,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_11311/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
916,149,5,random,80295,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_80295/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
917,149,5,random,41038,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_41038/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
918,149,5,random,42286,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_42286/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
919,149,5,random,44015,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_44015/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
920,149,5,random,20994,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_20994/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
921,149,5,random,60506,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_60506/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
922,149,5,random,81312,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_81312/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
923,149,5,random,29713,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_29713/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
924,149,5,random,85860,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_85860/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
925,149,5,random,29315,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_29315/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
926,149,5,random,27442,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_27442/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
927,149,5,random,69003,main,data/simulation_output/thesis_final_runs_v1/design_0149/rule_random/seed_69003/run_0,"{""altruism_alpha"":0.05,""altruism_clip_max"":1.0,""altruism_clip_min"":0.0,""altruism_init"":0.5,""altruism_learning"":false,""altruism_mode"":""satisfaction"",""altruism_response_gamma"":0.844168340621139,""altruism_satisfaction_slope"":6.661039136795712,""altruism_satisfaction_theta"":0.6414268348364651,""area_size_variance"":0.0,""av_area_height"":30,""av_area_width"":50,""break_even_distance_common"":0.5307010916021425,""color_patches_steps"":0,""distance_idx"":0,""election_cost_rate"":0.02,""election_impact_on_mutation"":1.372338090202167,""height"":30,""heterogeneity"":0.3,""initial_agent_assets"":100.0,""known_cells"":11,""mu"":0.2817977141077742,""num_agents"":100,""num_areas"":1,""num_colors"":4,""num_personality_groups"":4,""participation_alpha"":0.1134741632310622,""participation_baseline_alpha"":0.1,""participation_beta"":5.146251362823886,""participation_init_q"":0.14,""participation_q_max"":2.0,""participation_signal_clip"":0.2998902970749314,""participation_signal_fee_weight"":0.6,""participation_signal_group_shrink_k"":3.3174957552725735,""participation_signal_mode"":""group_relative_delta_rel_party"",""patch_power"":1.0,""personal_preference_peakedness"":1.0,""puzzle_local_kappa"":115.72844449668112,""puzzle_shock_prob"":0.0615458823137399,""quality_target_mode"":""puzzle"",""reward_rate_personal"":0.2547483195067048,""rule_idx"":2,""satisfaction_baseline_alpha"":0.1,""satisfaction_mode"":""area"",""seed"":0,""width"":50}",989a9db7e775c46267856a62912d4229969ac0949e586252ecf826d7519b761f
